qi,query,rank_a,rank_b,rank_f
1622,Kotty Solid Women's Pink Basic Shorts,16,1,4
1623,United Colors of Benetton Men's Solid Casual Black Shirt,13,12,9
1624,TexcoWomen Mustard Solid Insulator Parka,10,9,10
1625, Maroon Printed Cotton Saree With Blouse ,101,84,94
1626, Kora Silk With Gold Foil Print Blue Designer Sarees ,101,39,101
1627,Lafantar Slim Men Blue Jeans,101,101,101
1628,John Miller Men's Checkered Casual White Shirt,29,22,14
1629,"Fashion Line Solid Women's Purple, Grey Cycling Shorts",1,6,1
1630,Van HeusenMen White Slim Fit Striped Formal Shirt,8,34,12
1631,SHADE-45 Men Solid Casual White Shirt,101,101,101
1632,plusSWomen Grey & White Printed Hooded Sweatshirt,10,2,5
1633,Platinum Studio Tuxedo Style Self Design Men Suit,101,1,87
1634,Mesh Men's Solid Formal Maroon Shirt,101,51,101
1635,Peter England EliteMen White Slim Fit Printed Formal Shirt,29,58,31
1636,Rakshita Collection Checkered Men's Blue Track Pants,7,9,6
1637, Hand Embroidered Circular Net Lehenga in Maroon ,21,18,21
1638,Hubberholme Men's Cargos,1,1,1
1639,Pepe Jeans Solid Men's Grey Track Pants,101,101,101
1640,LeeWomen Black Solid Hooded Sweatshirt,12,28,18
1641,Wills Lifestyle Skinny Fit Men's Brown Trousers,70,34,44
1642, Navy Blue Embroidered Art Silk Lehenga With Dupatta ,14,4,5
1643,Gold embroidered silk kurta payjama,4,9,5
1644,Levi's Men's Solid Casual Shirt,37,13,19
1645,Rodid Men's Solid Casual White Shirt,2,1,1
1646,Mehendi embroidered georgette semi stitched salwar with dupatta,9,10,6
1647,KRITIKA WORLD Sleeveless Solid Men's Jacket,3,1,3
1648, Red Embroidered Velvet Lehenga With Dupatta ,1,5,3
1649,Stylox Slim Men's Light Blue Jeans,101,101,101
1650,CHAHAT RAKHO Sleeveless Solid Men's Jacket,101,101,101
1651,Melange by LifestyleOff White & Maroon Embroidered Waistcoat,1,1,1
1652,Van HeusenMen Lavender & White Regular Fit Printed Formal Shirt,101,44,60
1653, Yellow Printed Georgette Saree With Blouse ,1,11,4
1654,"Shaun Printed Men's Dark Blue, Black Track Pants",45,24,31
1655,Demokrazy Solid Men's Black Skort,101,61,101
1656,RANGMANCH BY PANTALOONSWomen Off-White Solid Cardigan,7,5,6
1657, Blue And Maroon Printed Mysore Silk Saree With Blouse ,4,1,1
1658,Embroidered Half N Half Georgette Saree in Navy Blue and Fuchsia,4,1,2
1659,"DFH Solid Men's Grey, Blue Track Pants",55,101,73
1660,Embroidered Art Silk Straight Cut Suit in Orange,33,8,22
1661,Jack & Jones Solid Single Breasted Casual Men Blazer,65,48,56
1662,Hawai WB00258 Crepe Self Design Burqa With Hijab,101,101,101
1663,"FLEXIMAA Solid Women's V-neck Purple, Grey T-Shirt",1,1,1
1664,Arrow Solid Formal Men's Blazer,45,2,26
1665,JovenMen Black and White Checked Boxers PRO1N007-BLACK-7645017,2,3,1
1666, Women Black Embroidered Georgette Unstitched Salwar Suit With Inner ,14,9,9
1667,Indian poshakh light grey pure linen kurta pajama,7,4,6
1668,Trufit Sleeveless Solid Men's Jacket,4,22,2
1669,Fashion Line Solid Women's Multicolor Cycling Shorts,101,101,101
1670,Plain Rayon Patiala in Light Beige,2,4,2
1671,Rakshita Collection Solid Men's Multicolor Basic Shorts,9,86,3
1672,"Belmarsh Solid Women White, Black, Black, Blue Cycling Shorts",5,66,12
1673,Bluntly Women's Solid Casual Black Shirt,39,20,29
1674,PumaWomen Purple Printed Sweatshirt,1,1,1
1675, Maroon Embroidered Silk Semi Stitched Lehenga With Dupatta ,1,5,1
1676,Raymond Regular Fit Men Grey Trousers,30,22,31
1677,Peter England Slim Fit Men's Dark Blue Trousers,61,53,60
1678,Monte CarloWomen White Solid Sweatshirt,37,5,7
1679,Maroon kurta pyjama sets,50,18,35
1680, Red Woven Raw Silk Saree With Blouse ,55,1,2
1681,Ejebo Full Sleeve Solid Men's Jacket,101,99,101
1682,Van Heusen Slim Fit Men's Blue Trousers,101,64,101
1683,Van HeusenMen Orange Regular Fit Solid Formal Shirt,7,5,5
1684,U.S. Polo Assn Regular Men's Light Blue Jeans,101,101,101
1685, Green Plain Silk Saree With Blouse ,51,35,44
1686,"Softrose Solid Women's Black, Red Cycling Shorts",45,101,101
1687,ROADIES by BEEVEE Solid Men's White Track Pants,1,1,1
1688,Singhal Fashions Self Design Men's Waistcoat,6,3,7
1689,Embroidered Dupion Silk Kurta Pyjama in Indigo Blue,9,9,6
1690, Peach Embroidered Art Silk Saree With Blouse ,4,8,4
1691,Multicolor embroidered crepe semi stitched salwar with dupatta,1,15,1
1692,High Hill Men's Solid Casual Blue Shirt,21,15,9
1693,Miss GraceWomen Red Self Design Sweatshirt,88,101,99
1694,LP Jeans by Louis Philippe Men's Printed Casual Blue Shirt,101,101,101
1695,Miss Chase Casual Short Sleeve Solid Women's Blue Top,12,84,15
1696,You FIT Checkered Men's Waistcoat,101,101,101
1697,Indigo Nation Slim Fit Men's Black Trousers,6,101,10
1698,ONLYWomen Mustard Yellow & White Striped Sweatshirt,1,1,1
1699,RoadsterWomen Red & Blue Striped Cardigan,1,1,1
1700,V.Dot by Van Heusen Woven Single Breasted Formal Men's Blazer,101,101,101
1701,Metronaut Solid Women's Hooded White T-Shirt,2,3,3
1702,Annabelle by Pantaloons Party Sleeveless Printed Women's Yellow Top,101,101,101
1703,English NavyMen Red & White Slim Fit Checked Formal Shirt,14,38,19
1704,Deeksha Men's Checkered Casual Multicolor Shirt,6,2,1
1705,plusSWomen Charcoal Grey & Black Embroidered Sweatshirt,28,45,32
1706,Abaya AL1056 rayon Self Design Burqa,101,101,101
1707,United Colors of Benetton Men's Checkered Formal Shirt,101,65,101
1708,Van HeusenMen Red & White Regular Fit Self Design Formal Shirt,101,101,101
1709, Yellow Embroidered Net Saree With Blouse ,52,34,46
1710,Cation Printed Women's Black Denim Shorts,101,101,101
1711,etherWomen Navy Blue Printed Sweatshirt,101,101,101
1712,Jealous Club 21 Casual Full Sleeve Printed Women's White Top,101,101,101
1713,"Diaz Printed Women's Round Neck Black, Pink, Blue T-Shirt",3,8,2
1714, Orange And Black Printed Bhagalpuri Silk With Viscose Border Saree With Blouse ,2,1,2
1715,MOZRI Full Sleeve Solid Men Jacket,30,101,55
1716,Jack & Jones Checkered Single Breasted Casual Men's Blazer,101,101,101
1717, Pleated Georgette Sharara in Off White ,1,1,1
1718,Indian poshakh gold bangalore silk kurta pajama,101,101,101
1719,Modest Forever P291 Premium Polyester Abaya,101,101,101
1720,Jockey Solid Men's Black Regular Shorts,2,4,1
1721,Momin Libas AK15916_360 Kashibo Solid Abaya,101,101,101
1722,I AM FOR YOUWomen Navy Blue & White Printed Sweatshirt,10,10,11
1723,London Bee Full Sleeve Solid Men's Sweatshirt,101,101,101
1724,Studio Nexx Polka Print Women's Dark Blue Denim Shorts,1,3,3
1725,"Softrose Solid Women's Red, Yellow Cycling Shorts",1,19,1
1726,"Zeppellin Men's Solid Formal Green, Red, Yellow Shirt",1,2,1
1727,Mayra Casual Sleeveless Printed Women's Black Top,12,14,10
1728,"Teesort Floral Print Women's Yellow Basic Shorts, Hotpants",5,6,6
1729,ZOTORY Men Checkered Casual Multicolor Shirt,101,101,101
1730,Arv Fashion Casual Full Sleeve Solid Women Pink Top,15,65,28
1731, Dark Green Embroidered Taffeta Stitched Salwar With Dupatta ,22,3,5
1732,Sports 52 Wear Slim Fit Men's Green Trousers,101,101,101
1733,Alsace Lorraine ParisWomen Green Embroidered Cold Shoulder Sleeves Sweatshirt,1,1,1
1734,Beige embroidered cotton salwar semi stitched,13,20,7
1735,Black Mirror Men's Solid Formal Linen Black Shirt,101,101,101
1736,Mast & HarbourWomen Charcoal Grey Printed Hooded Sweatshirt,1,1,1
1737,Sweet DreamsCharcoal Grey Pyjamas MP-7581G7,42,6,9
1738,Red Tape Men's Checkered Casual Black Shirt,1,6,3
1739,Beige poly silk kurta set with green lace on collar and placket patti and all over cording on the kurta,6,8,6
1740,FOREVER 21Women Silver Solid Asymmetric Closure Biker Jacket,3,3,3
1741,U.S. Polo Assn Men's Geometric Print Casual Blue Shirt,1,1,1
1742,Peter EnglandMen Red Regular Fit Solid Formal Shirt,6,5,6
1743, Blue Embroidered Art Silk Semi Stitched Lehenga With Dupatta ,1,1,1
1744,Mr Button Solid Double Breasted Casual Men's Blazer,4,45,8
1745,Indian attire blended silk embellished navy blue kurta and red churidar for men,2,6,3
1746,Campus SutraWomen Blue Solid Tailored Jacket,1,1,1
1747,PostFoldWomen Pink Solid Sweatshirt,66,101,101
1748,Indian poshakh kurta pajama machin  & patch work,101,101,101
1749,Arrow New York Men's Solid Formal Dark Blue Shirt,82,39,61
1750,Wills Lifestyle Skinny Fit Men's Black Trousers,69,1,10
1751,SolemioMen Grey Regular Fit Solid Formal Shirt,101,32,99
1752,Campus Sutra Women Solid Casual Grey Shirt,1,1,1
1753,glitz mode Solid Men's Grey Track Pants,101,101,101
1754,all about youWomen Black Solid Hooded Sweatshirt,63,101,74
1755,Plain Cotton Silk Anarkali Suit in Magenta,1,3,1
1756,Peter EnglandMen Blue Slim Fit Printed Formal Shirt,23,11,13
1757,Adidas OriginalsBlack Floral Print Sweatshirt,1,1,1
1758,ArrowMen Charcoal Grey & White Slim Fit Checked Formal Shirt,77,24,45
1759,Blackberrys Solid Mandarin Party Men's Blazer,101,101,101
1760,"Ehaani Eab-A-12505 Polyster, Lycra Self Design Burqa With Hijab",41,101,101
1761,Speedo Printed Men's Blue Sports Shorts,36,101,101
1762, White Premium Heritage Silk Embroidered Semi Stitched Lehenga With Dupatta ,28,42,30
1763,"Maniac Casual Short Sleeve Printed Women's Black, Dark Green Top",15,90,27
1764,Miss Chase Casual Half Sleeve Solid Women's Maroon Top,1,1,1
1765,Van Heusen Solid Men's Black Basic Shorts,11,6,5
1766,Peter EnglandMen White Slim Fit Printed Formal Shirt,94,6,34
1767,MadameWomen Black Self Design Cardigan,1,10,2
1768, Green Embroidered Silk Banglori Navratri Laehenga Choli With Banglori Stitched Blouse ,3,5,3
1769,Arrow Sport Regular Fit Men's Brown Trousers,101,101,101
1770,Coast Guard Solid Men's Black Track Pants,101,101,101
1771,Kalt Casual Bell Sleeve Solid Women's Yellow Top,7,10,7
1772,ShopyBucket Sleeveless Printed Men's Jacket,101,101,101
1773,Vego Self Design Men's Dark Blue Sports Shorts,3,42,3
1774,Shaftesbury LondonMen Orange Smart Slim Fit Solid Formal Shirt,4,2,2
1775,"United Colors of Benetton Men's Checkered Casual Yellow, Dark Blue Shirt",25,17,25
1776,"VERO LIE Men's Solid Casual Maroon, Blue Shirt",41,35,29
1777,Kalt Casual 3/4th Sleeve Solid Women's Blue Top,1,6,2
1778,ADIDAS NEO Full Sleeve Solid Men's Sweatshirt,1,1,1
1779, Coffee Printed Georgette Saree With Blouse ,2,2,1
1780,John Players Men's Solid Casual Black Shirt,101,101,101
1781, Kalamkari Silk Saree With Zari Border Red ,1,1,1
1782,Ed Hardy Solid Women's Black Basic Shorts,28,2,3
1783,"Indian Terrain Men's Checkered Casual White, Blue, Purple Shirt",101,101,101
1784,Moda RapidoWomen Green Solid Hooded Sweatshirt,2,7,1
1785,FemellaWomen Grey Solid Hooded Sweatshirt,94,57,75
1786,Van HeusenMen White Custom Regular Fit Printed Formal Shirt,101,43,101
1787,JG FORCEMAN Slim Fit Men Grey Trousers,101,101,101
1788,Jealous Casual Sleeveless Printed Women's Blue Top,1,2,1
1789,Lime green aari polly linen kurta pajama,5,6,5
1790,JAINISHMen Green Slim Fit Printed Formal Shirt,101,101,101
1791,Klorophyl Woven Men's Grey Denim Shorts,1,1,1
1792,Slumber Jill Embroidered Women Black Night Shorts,9,1,2
1793,ONLYWomen Red Embellished Pullover Sweatshirt,3,1,1
1794,"Ansh Fashion Wear Solid Women's Black, Blue Denim Shorts",7,4,2
1795,John Players Regular Fit Men's Blue Trousers,35,101,75
1796,Peter England CasualsMen Grey Slim Fit Solid Formal Shirt,101,101,101
1797,Force Go Wear Argyle Men's Grey Track Pants,44,55,43
1798,"Studio Nexx Solid Women's Orange Denim Shorts, Basic Shorts",13,13,13
1799,"2GO Solid Men's Dark Green, Black Sports Shorts",1,10,1
1800,Levi's Slim Fit Men's Black Trousers,62,23,55
1801,TexcoWomen Yellow & Black Self Design Hooded Sweatshirt,2,2,2
1802,Peter England Full Sleeve Striped Men's Sweatshirt,21,3,11
1803,Flying Machine Graphic Print Women's V-neck Black T-Shirt,5,5,3
1804,Peter EnglandMen Brown Regular Fit Checked Formal Shirt,6,2,3
1805,Secret World Solid Women Purple Hotpants,26,11,15
1806, Beige Embroidered Silk Semi Stitched Lehenga With Dupatta ,34,50,37
1807, Cream & White Bengal Handloom Silk Cotton Jamdani Sari Without Blouse ,1,1,1
1808,Yellow  and  white modi kurta  and  pyjama set for men,7,7,7
1809,Plain Cotton Silk Straight Suit in Beige ,3,6,4
1810,Smokestack Full Sleeve Self Design Men's Sweatshirt,101,101,101
1811,FOREVER 21Women Multicoloured Striped Denim Jacket,1,1,1
1812,Tokyo Talkies Casual Sleeveless Striped Women's Beige Top,1,1,1
1813,SASSAFRASWomen Blue Solid Denim Varsity Jacket,76,101,75
1814,Van HeusenMen Taupe Slim Fit Solid Formal Shirt,101,71,78
1815,Allen Solly Solid Tuxedo Style Casual Men's Blazer,74,17,57
1816,Green embroidered jacquard mens kurta pajama,76,65,66
1817,Momin Libas AD8814_268 Denim Solid Abaya,55,14,34
1818,Foreign Culture By Fort CollinsWomen Coral Orange Solid Hooded Parka Jacket,1,1,1
1819,"Just Khatoon ABA000116 Lycra, Chiffon Printed Burqa With Hijab",80,58,50
1820,Mayra Casual Short Sleeve Printed Women's Multicolor Top,9,41,23
1821,Calvin Klein UnderwearMen Black Printed Boxers NB15235GQ,2,8,4
1822,Indian poshakh pista linen cotton kurta pajama,3,2,3
1823,Van HeusenMen Grey Slim Fit Printed Formal Shirt,6,21,17
1824,Van Heusen Tapered Men's Brown Trousers,101,101,101
1825,Basics Printed Tuxedo Style Casual Men's Blazer,101,101,101
1826,Arrow Sport Full Sleeve Solid Men's Sweatshirt,63,79,44
1827,Uber Urban Slim Fit Men's Beige Trousers,81,1,16
1828,Basics Men's Solid Casual Linen Light Blue Shirt,5,4,4
1829,V DotMen Blue Slim Fit Solid Formal Shirt,101,3,18
1830,La Firangi Multicoloured Cotton A-line Kurti,3,6,3
1831,United Colors of Benetton Full Sleeve Striped Men's Sweatshirt,40,59,43
1832,3 Concept Slim Men Black Jeans,101,101,101
1833,MABISH by Sonal JainWomen Blue Solid Open Front Jacket,12,7,8
1834,Cation Casual Short Sleeve Solid Women's Pink Top,34,33,27
1835,Calvin Klein UnderwearCalvin Klein Innerwear Black & Blue Printed Slim Fit Boxers U15134TX,1,1,1
1836,John Players Men's Woven Formal Light Blue Shirt,14,7,5
1837,Metronaut Men Solid Casual Yellow Shirt,1,1,1
1838, Maroon And Orange Khushi Brasso Saree With Blouse ,49,5,20
1839,ArrowMen Blue & White Slim Fit Self-Design Formal Shirt,101,101,101
1840,Highlander Men's Solid Casual Green Shirt,2,50,12
1841, Peach Jacquard Embroidered Lehenga Choli ,41,21,28
1842,"Teesort Floral Print Women's Red Basic Shorts, Hotpants",10,6,10
1843,Krapal Casual Cap Sleeve Printed Women's Blue Top,31,12,20
1844,Rodid Men's Self Design Casual Black Shirt,101,101,101
1845,V DotMen Navy Blue & Off-White Slim Fit Printed Formal Shirt,59,17,25
1846,69GAL Solid Women's Multicolor Compression Shorts,101,101,101
1847, Magenta Printed Cotton Kota Blended Saree With Blouse ,101,101,101
1848,RoadsterWomen Pink Solid Sweatshirt,14,5,8
1849,Red polysilk beige poly silk resham kurta pyjama,72,74,70
1850,T-Base Solid Men's Brown Cargo Shorts,101,15,65
1851,Calvin Klein UnderwearCalvin Klein Innerwear Black & White Printed Boxer NU86521RZ,24,15,16
1852,"Peter England Men's Checkered Casual White, Blue Shirt",101,48,84
1853,Reya Abaya_008 Lycra Self Design Abaya With Hijab,101,101,101
1854,Monte Carlo Full Sleeve Graphic Print Men Sweatshirt,13,36,16
1855,Men brown cotton short kurta,1,1,1
1856,Police Slim Men's Black Jeans,101,101,101
1857,Beevee Solid Men's Dark Blue Track Pants,101,41,88
1858,FLEXIMAA Printed Women's Round Neck Black T-Shirt,8,1,2
1859,Momin Libas AK15616_349 Kashibo Solid Abaya,101,101,101
1860,NikeWomen Black Solid AS W NK ESSNTL JKT HD Sporty Jacket,1,1,1
1861,VAIDIKI Blue Cotton A-line Kurti,18,5,12
1862, Pink Embroidered Art Silk Lehenga Choli With Dupatta ,26,19,18
1863,John Players Slim Fit Men's Black Trousers,12,3,5
1864,Justkartit JK4787_OffWhite Lycra Solid Burqa With Hijab,46,40,32
1865,"Checkers Bay Solid Women's Round Neck White, Black T-Shirt",1,1,1
1866,Peter EnglandMen Olive Green Regular Fit Printed Formal Shirt,9,1,5
1867,69GAL Solid Women's Black Compression Shorts,101,101,101
1868,EnnobleMen Beige Floral Printed Boxers ENBBAPLEN29102,7,2,4
1869, Blue Embroidered Cotton Silk Saree With Blouse ,101,101,101
1870,69GAL Solid Women White Compression Shorts,10,5,5
1871,ArrowMen Blue & White Slim Fit Self Design Formal Shirt,101,66,88
1872,RoadsterWomen Green Solid Sweatshirt,11,9,12
1873,SASSAFRASWomen Black & Yellow Floral Print Single-Breasted Casual Blazer,1,1,1
1874,Red Tape Men Checkered Casual Red Shirt,85,57,68
1875,Lawson Skinny Men Black Jeans,101,101,101
1876,Men black cotton silk kurta modi jacket and pyjama set,20,2,5
1877,Cream jacquard georgette semi stitched salwar with dupatta,1,11,2
1878,Inspire Slim Fit Men's Black Trousers,101,101,101
1879,"Belmarsh Solid Women Black, White, Black Cycling Shorts",24,10,14
1880,Peter EnglandMen Peach-Coloured Slim Fit Solid Formal Shirt,6,8,4
1881,Momin Libas AK0414_281 Kashibo Solid Abaya,101,101,101
1882,Vero Moda Solid Women's Blue Basic Shorts,4,8,13
1883,Hangup Solid Single Breasted Party Men's Blazer,101,101,101
1884,THE BEAR HOUSEMen Orange Modern Slim Fit Printed Semiformal Shirt,3,1,1
1885,Tommy HilfigerMen Navy Blue Solid Boxers A8AB2111,2,1,1
1886,U.S. Polo Assn Men's Solid Casual Grey Shirt,1,6,1
1887,Front Look Sleeveless Solid Men's Nehru Jacket,101,101,101
1888, Cream Coloured Dupion Silk Semi Stitched Ethnic Suits ,12,55,18
1889,Fit 'N ' You Washed Women Blue Denim Shorts,101,101,101
1890,"69GAL Solid Women Pink, Grey Compression Shorts",1,1,1
1891,Modest Forever P337 Premium Nida Solid Abaya,101,101,101
1892,Bfly Printed Women's Black Basic Shorts,4,4,1
1893,Momin Libas AK17516_396 Polyester Abaya,101,101,101
1894,Yuvraah Printed Men's Multicolor Regular Shorts,101,101,100
1895,Mast & HarbourWomen Beige Solid Biker Jacket,1,3,1
1896,Veera Paridhaan Sleeveless Solid Men's Jacket,101,101,101
1897,Allen Solly Checkered Single Breasted Casual Men's Blazer,1,16,1
1898,Raymond Skinny Fit Men's Beige Trousers,101,101,101
1899,MadameWomen Pink Solid Cardigan,8,16,9
1900,Survauttam Fashion LMTS1471 Lycra Solid Burqa With Hijab,25,101,48
1901,Momin Libas AK13314_320 Kashibo Solid Abaya,101,101,101
1902,Harpa Casual Sleeveless Solid Women's Black Top,101,68,101
1903,Samriti Casual 3/4th Sleeve Solid Women's Black Top,4,30,20
1904,all about youfrom Deepika Padukone Women Mustard Brown Solid Tailored Jacket,8,44,19
1905,Bdow Fashion Collection Slim Men's White Jeans,2,6,3
1906,Ikat Woven Cotton Pakistani Suit in Mustard,1,1,1
1907,Raymond Self Design Men Waistcoat,2,5,2
1908,Nick&JessMens White & Black Printed Pajamas MNSPJZ1XL,2,1,2
1909,"Rodid Men's Solid, Aiyaary Collection Casual Black Shirt",15,101,74
1910,"RABIYACOLLECTION CEMB CRYSTAL, LYCRA Solid Abaya With Hijab",101,101,101
1911,Louis Philippe Slim Fit Men's Black Trousers,86,13,16
1912,United Colors of Benetton Graphic Print Women's V-neck Purple T-Shirt,1,1,1
1913,Fashion Line Casual Short Sleeve Solid Women's Multicolor Top,101,14,101
1914,TRINITY JEANS COMPANY Printed Men's Blue Track Pants,101,101,101
1915,ZoiroBlue Denim-Look Boxers ZD 4104,1,1,1
1916,Bis Creations Regular Fit Men's Grey Trousers,101,101,101
1917,Dabu Printed Chanderi Cotton Saree in Red,5,1,4
1918,Jack & JonesMen White Printed Formal Shirt,1,1,1
1919,Maroon dupionSilk jacquard kurta-pajama,101,49,72
1920,ArrowMen Grey Regular Fit Solid Formal Shirt,57,50,51
1921,Provogue Casual Kimono Sleeve Polka Print Women's Black Top,101,101,101
1922, Purple Printed Banarasi Silk Saree With Blouse ,2,5,2
1923,Eldrino EWB0027 Crepe Self Design Burqa With Hijab,101,101,101
1924,"Gag Wear Solid Men's Red, Dark Blue, Blue, Black Sports Shorts",1,2,1
1925, Yellow Hand Woven Cotton Saree ,1,6,1
1926,FOREVER 21Women Mustard Yellow Solid Sweatshirt,14,7,10
1927,"LAWMAN PG3 Men's Checkered Casual Blue, Green Shirt",101,101,101
1928,ArrowMen Blue Premium Slim Fit Checked Casual Shirt,101,101,101
1929, Sky Blue Embroidered Georgette Saree With Blouse ,4,3,3
1930,HRX by Hrithik RoshanWomen Blue Solid Hooded Sweatshirt,3,7,2
1931,Plain Linen Cotton Pakistani Suit in Peach,1,8,1
1932,"French Connection Maks Solid, Graphic Print Men's Red Track Pants",1,1,1
1933,SGF NRSGFBRK-015 Viscose Solid Abaya With Hijab,101,101,101
1934,Favoroski Solid Single Breasted Party Men Blazer,58,60,65
1935,English NavyMen Purple & Grey Slim Fit Checked Formal Shirt,101,23,101
1936, Beige And Maroon Embroidered Marble And Georgette Saree With Blouse ,1,2,1
1937,"Fashion Line Solid Women's Dark Blue, Yellow Cycling Shorts",2,2,1
1938, Black And Red Printed Chanderi Silk Saree With Blouse ,101,92,101
1939,Rare Casual Bell Sleeve Embroidered Women Yellow Top,3,1,3
1940, Beige Plain Brasso Saree With Blouse ,35,19,19
1941,Scorpius Solid Women's Maroon Denim Shorts,33,78,40
1942, Chhabra 555 Beige Embroidered Art Silk Heavy Work Saree With Blouse ,7,12,7
1943,"AD & AV Regular Fit Men's Black, Brown Trousers",22,101,42
1944,"Numero Uno Men's Striped Casual White, Purple Shirt",20,1,10
1945,BlackberrysMen Sea Green & White Slim Fit Checked Formal Shirt,19,2,9
1946,Kotty Solid Women's White Night Shorts,101,51,101
1947,Numero Uno Regular Men's Blue Jeans,40,74,34
1948,Blackberrys Men's Solid Casual Light Green Shirt,4,2,2
1949,"Belmarsh Solid Women White, White, Black, White Cycling Shorts",9,1,4
1950,RaymondMen Yellow Slim Fit Solid Formal Shirt,75,36,53
1951,Modest Forever P315 Premium Polyester Abaya,101,101,101
1952,BossiniWomen Black & White Geometric Printed Open Front Jacket,10,19,12
1953,LP Louis Philippe Men's Checkered Casual White Shirt,4,4,2
1954,OVSMen Blue & White Regular Fit Striped Formal Shirt,101,48,79
1955,"Clo Clu Solid Women Round Neck White, Yellow T-Shirt",1,1,1
1956,SztoriWomen Pink Solid Sweatshirt,9,64,19
1957,Blue cotton ashfak thobe thobe,5,4,3
1958,"Nike Printed Women's Red, Black Sports Shorts",1,1,1
1959,JovenRed & White Checkered Boxer JB105,47,21,33
1960,Vero Moda Casual Short Sleeve Solid Women's Gold Top,10,5,8
1961,"Clo Clu Solid Women Round Neck Red, Black T-Shirt",1,1,2
1962,"69GAL Solid Women Red, Dark Blue, White, Black Compression Shorts",74,32,66
1963,Marks & SpencerWomen Purple & Grey Melange Self Design Sweatshirt,1,12,2
1964,Launcher Full Sleeve Solid Men's Biker Jacket,34,101,101
1965,Jockey Solid Women's Round Neck Pink T-Shirt,21,74,35
1966,Park AvenueMen Pink Regular Fit Solid Formal Shirt,7,6,2
1967,Peter England University Men's Solid Casual White Shirt,10,21,11
1968,"Texco Casual Full Sleeve Solid Women's White, Blue Top",1,58,7
1969,Urban Studio Printed Men's Waistcoat,101,101,101
1970, Off White Printed Bhagalpuri Silk Fashion Bhagalpuri Silk Sarees With Blouse ,75,37,52
1971, Purple Silk Printed Lehenga With Dupatta ,6,6,3
1972,Harpa Party Sleeveless Solid Women's Green Top,17,16,17
1973,"Ehaani EAB-A-12510 Polyster, Lycra Self Design Burqa With Hijab",25,101,61
1974,Wills LifestyleMen White & Lavender Regular Fit Self Design Formal Shirt,85,99,78
1975,SASSAFRASWomen Mustard Yellow Dragonfly-Shaped Applique Sweatshirt,1,1,1
1976,"Dee Mannequin Solid Women's Red, Black Basic Shorts",101,34,79
1977,"Belmarsh Solid Women Black, Red, Black, White Cycling Shorts",22,7,13
1978,Serein Formal Bell Sleeve Solid Women Black Top,1,3,3
1979,MABISH by Sonal JainMABISH Woman Beige Slim Fit Solid Double-Breasted Casual Blazer,1,2,1
1980,Miss GraceWomen Beige Self Design Sweatshirt,3,1,1
1981, Blockprint Saree In Mal Cotton With Kalamkari Pallu & Istch Border Floral Pattern Pink & White ,1,1,1
1982,"Belmarsh Solid Women White, Black, White, Blue Cycling Shorts",27,30,18
1983, Blue Plain Cotton Kalamkari Saree With Blouse ,63,57,59
1984,Louis PhilippeMen White & Blue Regular Fit Checked Formal Shirt,7,64,12
1985,United Colors of Benetton Regular Fit Men's Multicolor Trousers,101,101,101
1986,RSVP CrossWomen Blue Self Designed Sweatshirt,51,64,53
1987, Rama And Beige Printed Bhagalpuri Silk Saree With Blouse ,1,2,1
1988, Women's Handloom Silk Cotton Saree Of Bengal With Blouse Dhakai Jamdani Saree(Blue) ,4,6,4
1989,Turquoise digital print cotton salwar unstitched,6,10,5
1990, Chiku Embroidered Art Silk Lehenga With Dupatta ,1,9,3
1991,Peter EnglandMen Navy Blue Slim Fit Printed Formal Shirt,101,48,101
1992,SIMON CARTER LONDONMen Navy Blue Slim Fit Solid Formal Shirt,26,26,24
1993,"Global Desi Solid, Embroidered Women's Tunic",10,31,19
1994,Peter England EliteMen Burgundy Regular Fit Solid Formal Shirt,20,2,7
1995,Tinted Full Sleeve Solid Men's Sweatshirt,101,101,101
1996,United Colors of Benetton Women's Solid Casual Maroon Shirt,1,1,1
1997,ArrowMen Lavender Classic Slim Fit Self Design Formal Shirt,1,5,1
1998,STREET 9Women Yellow Single-Breasted Solid Casual Blazer,1,1,1
1999,ArrowMen Pink Slim Fit Checked Casual Shirt,5,17,4
